_id,Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
10415,2024-08-04T23:00:00,1.047,1.760,5.728,10.677,108.00,21.150
10416,2024-08-04T23:30:00,0.964,1.390,5.448,10.745,102.00,21.100
10417,2024-08-05T00:00:00,1.021,1.960,5.583,10.013,104.00,21.100
10418,2024-08-05T00:30:00,1.046,1.710,5.748,10.199,101.00,21.050
10419,2024-08-05T01:00:00,1.068,1.830,5.693,10.256,101.00,21.050
10420,2024-08-05T01:30:00,1.021,1.570,5.534,10.004,101.00,21.050
10421,2024-08-05T02:00:00,1.060,2.240,5.768,10.717,95.00,21.000
10422,2024-08-05T02:30:00,1.066,1.810,6.068,10.247,90.00,21.000
10423,2024-08-05T03:00:00,1.058,1.880,6.079,10.704,98.00,21.000
10424,2024-08-05T03:30:00,1.084,1.560,5.862,10.395,97.00,20.950
10425,2024-08-05T04:00:00,1.021,1.910,5.879,11.168,97.00,20.950
10426,2024-08-05T04:30:00,1.018,1.740,5.671,9.969,99.00,20.900
10427,2024-08-05T05:00:00,0.979,1.570,5.679,10.730,95.00,20.900
10428,2024-08-05T05:30:00,0.927,1.380,6.134,10.404,112.00,20.850
10429,2024-08-05T06:00:00,1.111,1.920,6.437,10.206,97.00,20.850
10430,2024-08-05T06:30:00,1.095,1.960,6.263,9.851,109.00,20.850
10431,2024-08-05T07:00:00,1.063,1.670,6.061,10.695,98.00,20.850
10432,2024-08-05T07:30:00,1.047,1.650,5.954,10.815,104.00,20.800
10433,2024-08-05T08:00:00,1.008,1.560,5.811,9.994,109.00,20.850
10434,2024-08-05T08:30:00,1.013,1.730,5.889,10.823,116.00,20.800
10435,2024-08-05T09:00:00,1.001,1.840,5.767,10.517,101.00,20.850
10436,2024-08-05T09:30:00,1.006,1.720,5.894,10.360,109.00,20.850
10437,2024-08-05T10:00:00,1.081,2.410,6.274,10.582,109.00,20.900
10438,2024-08-05T10:30:00,1.072,2.040,6.559,10.526,105.00,20.900
10439,2024-08-05T11:00:00,1.128,2.020,6.795,10.889,104.00,20.900
10440,2024-08-05T11:30:00,1.136,1.900,6.339,9.869,101.00,20.950
10441,2024-08-05T12:00:00,1.010,1.900,6.634,9.405,105.00,21.000
10442,2024-08-05T12:30:00,0.976,1.610,6.588,10.295,88.00,21.050
10443,2024-08-05T13:00:00,1.045,1.820,6.826,10.767,101.00,21.050
10444,2024-08-05T13:30:00,1.072,1.710,6.700,10.323,111.00,21.100
10445,2024-08-05T14:00:00,1.035,1.690,6.665,10.198,108.00,21.200
10446,2024-08-05T14:30:00,1.050,1.570,6.300,9.787,104.00,21.250
10447,2024-08-05T15:00:00,1.004,1.710,6.418,10.176,113.00,21.300
10448,2024-08-05T15:30:00,0.985,1.540,6.592,10.693,108.00,21.300
10449,2024-08-05T16:00:00,1.114,1.510,7.023,10.232,109.00,21.250
10450,2024-08-05T16:30:00,1.153,1.880,7.105,10.647,98.00,21.250
10451,2024-08-05T17:00:00,1.079,1.570,6.792,9.717,101.00,21.250
10452,2024-08-05T17:30:00,1.051,1.760,6.641,10.343,102.00,21.250
10453,2024-08-05T18:00:00,1.044,1.940,7.018,10.411,111.00,21.250
10454,2024-08-05T18:30:00,1.043,1.440,7.053,10.317,111.00,21.200
10455,2024-08-05T19:00:00,1.065,1.730,6.716,10.257,101.00,21.200
10456,2024-08-05T19:30:00,1.056,1.890,6.527,10.792,101.00,21.200
10457,2024-08-05T20:00:00,1.108,1.810,6.580,10.344,108.00,21.200
10458,2024-08-05T20:30:00,1.008,1.780,5.894,10.313,104.00,21.200
10459,2024-08-05T21:00:00,1.019,1.540,6.129,9.770,116.00,21.150
10460,2024-08-05T21:30:00,0.974,1.580,5.859,10.320,111.00,21.150
10461,2024-08-05T22:00:00,1.015,1.850,5.758,10.677,112.00,21.100
10462,2024-08-05T22:30:00,1.050,1.690,6.173,10.340,108.00,21.100
10463,2024-08-05T23:00:00,0.961,1.890,5.175,10.506,118.00,21.050
10464,2024-08-05T23:30:00,1.047,1.930,5.384,9.329,111.00,21.050
10465,2024-08-06T00:00:00,0.988,1.620,5.156,9.225,112.00,21.000
10466,2024-08-06T00:30:00,1.010,1.710,5.050,9.813,113.00,21.000
10467,2024-08-06T01:00:00,1.023,1.810,5.342,10.266,119.00,21.000
10468,2024-08-06T01:30:00,0.942,1.640,5.277,10.284,105.00,20.950
10469,2024-08-06T02:00:00,1.012,1.670,5.684,10.300,113.00,20.900
10470,2024-08-06T02:30:00,0.972,1.530,5.603,9.739,115.00,20.900
10471,2024-08-06T03:00:00,1.073,1.920,6.024,9.826,113.00,20.900
10472,2024-08-06T03:30:00,0.959,1.510,5.838,9.784,111.00,20.900
10473,2024-08-06T04:00:00,1.032,1.830,5.901,8.918,122.00,20.900
10474,2024-08-06T04:30:00,1.015,1.970,5.750,9.810,99.00,20.900
10475,2024-08-06T05:00:00,1.054,1.780,6.127,9.820,102.00,20.900
10476,2024-08-06T05:30:00,1.030,1.700,6.006,10.230,101.00,20.900
10477,2024-08-06T06:00:00,0.913,1.700,5.942,10.223,106.00,20.900
10478,2024-08-06T06:30:00,0.917,1.840,5.567,10.180,108.00,20.900
10479,2024-08-06T07:00:00,0.991,1.600,5.840,9.897,112.00,20.900
10480,2024-08-06T07:30:00,0.936,1.510,5.643,10.101,105.00,20.900
10481,2024-08-06T08:00:00,1.026,1.720,5.727,10.279,99.00,20.900
10482,2024-08-06T08:30:00,1.011,1.860,5.621,9.824,102.00,20.900
10483,2024-08-06T09:00:00,0.975,1.670,5.571,9.662,109.00,20.900
10484,2024-08-06T09:30:00,1.023,1.520,5.782,10.170,111.00,20.900
10485,2024-08-06T10:00:00,0.962,1.530,5.468,9.389,106.00,20.900
10486,2024-08-06T10:30:00,0.990,1.580,5.560,9.764,97.00,20.900
10487,2024-08-06T11:00:00,0.989,1.810,5.582,10.323,111.00,20.900
10488,2024-08-06T11:30:00,0.937,1.610,5.645,9.887,113.00,20.950
10489,2024-08-06T12:00:00,0.937,1.470,5.525,9.584,104.00,20.950
10490,2024-08-06T12:30:00,0.899,1.750,5.951,10.259,106.00,21.000
10491,2024-08-06T13:00:00,0.970,1.540,5.953,10.087,108.00,21.050
10492,2024-08-06T13:30:00,0.900,1.420,6.200,9.911,99.00,21.150
10493,2024-08-06T14:00:00,0.978,1.600,6.296,9.991,106.00,21.050
10494,2024-08-06T14:30:00,0.956,1.680,6.262,10.254,108.00,21.050
10495,2024-08-06T15:00:00,0.836,1.490,5.706,10.330,99.00,21.050
10496,2024-08-06T15:30:00,0.952,1.500,6.311,9.759,88.00,21.050
10497,2024-08-06T16:00:00,0.875,1.300,5.698,9.776,104.00,21.050
10498,2024-08-06T16:30:00,0.856,1.360,5.690,9.588,98.00,21.000
10499,2024-08-06T17:00:00,0.902,1.490,5.777,9.712,102.00,21.050
10500,2024-08-06T17:30:00,0.847,1.190,5.760,9.552,88.00,21.050
10501,2024-08-06T18:00:00,0.855,1.390,5.797,9.780,112.00,21.050
10502,2024-08-06T18:30:00,0.873,1.610,5.894,9.781,104.00,21.050
10503,2024-08-06T19:00:00,0.868,1.370,5.900,9.308,104.00,21.050
10504,2024-08-06T19:30:00,0.871,1.560,5.972,9.724,99.00,21.050
10505,2024-08-06T20:00:00,0.779,1.290,5.655,9.736,98.00,21.050
10506,2024-08-06T20:30:00,0.761,1.400,5.610,10.220,91.00,21.050
10507,2024-08-06T21:00:00,0.837,1.490,6.157,9.647,95.00,21.050
10508,2024-08-06T21:30:00,0.744,1.240,5.855,9.547,101.00,21.050
10509,2024-08-06T22:00:00,0.837,1.430,6.361,9.480,101.00,21.050
10510,2024-08-06T22:30:00,0.838,1.430,6.229,10.236,104.00,21.050
10511,2024-08-06T23:00:00,0.807,1.280,6.033,9.795,104.00,21.050
10512,2024-08-06T23:30:00,0.797,1.190,5.758,9.682,88.00,21.050
10513,2024-08-07T00:00:00,0.800,1.380,5.545,9.432,98.00,21.050
10514,2024-08-07T00:30:00,0.829,1.400,4.910,9.050,104.00,21.000
10515,2024-08-07T01:00:00,0.774,1.350,4.516,9.329,92.00,21.000
10516,2024-08-07T01:30:00,0.744,1.380,4.697,8.960,95.00,20.950
10517,2024-08-07T02:00:00,0.780,1.340,4.434,8.225,104.00,20.950
10518,2024-08-07T02:30:00,0.771,1.530,4.508,9.101,108.00,20.900
10519,2024-08-07T03:00:00,0.807,1.270,4.488,10.093,104.00,20.900
10520,2024-08-07T03:30:00,0.842,1.300,4.584,9.552,90.00,20.900
10521,2024-08-07T04:00:00,0.795,1.380,4.511,9.964,98.00,20.900
10522,2024-08-07T04:30:00,0.766,1.340,4.383,9.726,97.00,20.900
10523,2024-08-07T05:00:00,0.850,1.320,4.199,9.517,95.00,20.900
10524,2024-08-07T05:30:00,0.892,1.490,4.229,8.579,94.00,20.900
10525,2024-08-07T06:00:00,0.862,1.330,4.235,8.920,105.00,20.900
10526,2024-08-07T06:30:00,0.883,1.490,4.241,4.907,98.00,20.900
10527,2024-08-07T07:00:00,0.949,1.960,4.315,10.068,97.00,20.900
10528,2024-08-07T07:30:00,0.994,2.010,4.397,5.199,102.00,20.900
10529,2024-08-07T08:00:00,1.005,1.670,4.472,5.065,98.00,20.900
10530,2024-08-07T08:30:00,0.993,1.570,4.627,9.767,97.00,20.900
10531,2024-08-07T09:00:00,0.971,1.480,4.596,9.757,88.00,20.900
10532,2024-08-07T09:30:00,1.004,1.460,4.882,10.209,111.00,20.900
10533,2024-08-07T10:00:00,1.007,1.610,4.688,5.058,108.00,20.900
10534,2024-08-07T10:30:00,1.025,1.900,4.738,5.170,116.00,20.900
10535,2024-08-07T11:00:00,1.065,1.720,4.742,5.879,101.00,20.900
10536,2024-08-07T11:30:00,1.067,1.740,4.800,9.726,112.00,20.900
10537,2024-08-07T12:00:00,1.082,1.840,4.576,5.065,95.00,20.850
10538,2024-08-07T12:30:00,1.050,1.660,4.480,9.651,105.00,20.850
10539,2024-08-07T13:00:00,1.037,1.720,4.389,6.318,97.00,20.850
10540,2024-08-07T13:30:00,1.114,1.870,4.394,9.799,84.00,20.800
10541,2024-08-07T14:00:00,1.128,1.790,4.391,5.209,104.00,20.800
10542,2024-08-07T14:30:00,1.166,2.300,4.645,4.292,128.00,20.750
10543,2024-08-07T15:00:00,1.192,1.960,4.483,4.297,98.00,20.650
10544,2024-08-07T15:30:00,1.137,2.050,4.484,4.506,119.00,20.600
10545,2024-08-07T16:00:00,1.177,2.350,4.649,5.341,101.00,20.550
10546,2024-08-07T16:30:00,1.103,1.910,4.459,5.206,111.00,20.550
10547,2024-08-07T17:00:00,1.114,2.000,4.630,9.819,113.00,20.700
10548,2024-08-07T17:30:00,1.109,1.610,4.593,10.211,111.00,20.750
10549,2024-08-07T18:00:00,1.084,1.610,4.515,9.629,119.00,20.850
10550,2024-08-07T18:30:00,1.050,1.660,4.409,9.805,97.00,20.850
10551,2024-08-07T19:00:00,1.042,2.270,4.484,9.373,99.00,20.850
10552,2024-08-07T19:30:00,1.092,2.040,4.689,9.767,104.00,20.850
10553,2024-08-07T20:00:00,1.069,1.930,4.479,6.554,104.00,20.850
10554,2024-08-07T20:30:00,1.144,2.150,4.413,9.757,90.00,20.850
10555,2024-08-07T21:00:00,1.218,2.176,4.656,6.372,98.00,20.850
10556,2024-08-07T21:30:00,1.134,1.790,4.799,4.948,113.00,20.850
10557,2024-08-07T22:00:00,1.167,2.100,5.009,6.380,111.00,20.850
10558,2024-08-07T22:30:00,1.050,2.100,4.834,6.412,101.00,20.850
10559,2024-08-07T23:00:00,1.022,1.580,4.651,9.711,108.00,20.850
10560,2024-08-07T23:30:00,1.124,2.400,4.715,5.806,116.00,20.850
10561,2024-08-08T00:00:00,1.099,1.920,4.539,5.977,99.00,20.850
10562,2024-08-08T00:30:00,1.124,1.880,4.930,9.713,119.00,20.850
10563,2024-08-08T01:00:00,1.117,1.990,4.736,5.802,99.00,20.850
10564,2024-08-08T01:30:00,1.140,2.270,4.804,5.638,113.00,20.850
10565,2024-08-08T02:00:00,1.187,1.900,4.826,6.773,108.00,20.850
10566,2024-08-08T02:30:00,1.218,2.420,5.216,6.731,108.00,20.800
10567,2024-08-08T03:00:00,1.210,2.000,5.110,6.464,122.00,20.850
10568,2024-08-08T03:30:00,1.205,1.760,4.908,6.094,112.00,20.850
10569,2024-08-08T04:00:00,1.202,1.770,4.675,5.636,106.00,20.850
10570,2024-08-08T04:30:00,1.171,1.840,4.660,5.783,119.00,20.850
10571,2024-08-08T05:00:00,1.146,1.830,4.556,6.147,104.00,20.850
10572,2024-08-08T05:30:00,1.154,1.900,4.517,6.330,116.00,20.850
10573,2024-08-08T06:00:00,1.172,1.870,4.723,5.788,113.00,20.850
10574,2024-08-08T06:30:00,1.099,1.950,4.800,5.293,115.00,20.850
10575,2024-08-08T07:00:00,1.056,2.170,4.525,9.465,118.00,20.850
10576,2024-08-08T07:30:00,1.015,1.560,4.719,6.523,105.00,20.900
10577,2024-08-08T08:00:00,1.069,1.750,4.719,6.329,106.00,20.850
10578,2024-08-08T08:30:00,1.032,1.550,4.775,6.171,104.00,20.900
10579,2024-08-08T09:00:00,1.033,1.850,4.808,6.299,109.00,20.900
10580,2024-08-08T09:30:00,1.140,1.820,4.605,6.719,105.00,20.900
10581,2024-08-08T10:00:00,1.263,2.170,4.697,6.152,105.00,20.900
10582,2024-08-08T10:30:00,1.268,2.282,4.652,5.356,105.00,20.900
10583,2024-08-08T11:00:00,1.273,2.350,4.591,4.208,108.00,20.850
10584,2024-08-08T11:30:00,1.329,2.050,4.612,6.000,125.00,20.850
10585,2024-08-08T12:00:00,1.346,2.184,4.671,5.648,109.00,20.850
10586,2024-08-08T12:30:00,1.331,2.590,4.655,6.599,111.00,20.850
10587,2024-08-08T13:00:00,1.322,2.480,4.772,6.070,119.00,20.850
10588,2024-08-08T13:30:00,1.417,2.320,4.919,6.563,108.00,20.850
10589,2024-08-08T14:00:00,1.371,2.750,4.868,6.206,111.00,20.850
10590,2024-08-08T14:30:00,1.515,2.617,4.988,6.360,115.00,20.850
10591,2024-08-08T15:00:00,1.473,2.690,4.861,6.845,119.00,20.800
10592,2024-08-08T15:30:00,1.475,2.720,5.059,7.050,108.00,20.800
10593,2024-08-08T16:00:00,1.356,2.330,5.278,7.248,119.00,20.800
10594,2024-08-08T16:30:00,1.431,2.360,5.021,6.684,116.00,20.800
10595,2024-08-08T17:00:00,1.398,2.330,4.753,6.996,112.00,20.800
10596,2024-08-08T17:30:00,1.454,2.480,5.016,6.592,113.00,20.800
10597,2024-08-08T18:00:00,1.410,2.310,5.354,6.980,106.00,20.750
10598,2024-08-08T18:30:00,1.457,2.240,4.892,7.020,116.00,20.750
10599,2024-08-08T19:00:00,1.546,2.700,5.021,7.329,118.00,20.750
10600,2024-08-08T19:30:00,1.505,2.282,5.079,7.252,118.00,20.700
10601,2024-08-08T20:00:00,1.403,2.020,4.776,7.252,123.00,20.750
10602,2024-08-08T20:30:00,1.464,2.570,5.226,7.020,116.00,20.750
10603,2024-08-08T21:00:00,1.551,2.990,5.135,6.819,120.00,20.700
10604,2024-08-08T21:30:00,1.438,2.270,4.864,7.091,120.00,20.700
10605,2024-08-08T22:00:00,1.427,2.580,5.061,7.042,118.00,20.700
10606,2024-08-08T22:30:00,1.421,2.720,5.178,7.215,116.00,20.650
10607,2024-08-08T23:00:00,1.312,2.090,4.744,6.579,118.00,20.700
10608,2024-08-08T23:30:00,1.390,2.300,4.884,6.590,115.00,20.700
10609,2024-08-09T00:00:00,1.411,2.420,5.023,6.344,123.00,20.700
10610,2024-08-09T00:30:00,1.357,2.430,5.080,6.895,111.00,20.700
10611,2024-08-09T01:00:00,1.325,2.110,5.267,6.943,109.00,20.700
10612,2024-08-09T01:30:00,1.255,2.330,5.033,7.029,111.00,20.700
10613,2024-08-09T02:00:00,1.314,2.420,5.042,6.626,115.00,20.700
10614,2024-08-09T02:30:00,1.238,2.256,5.212,7.298,106.00,20.700
10615,2024-08-09T03:00:00,1.211,1.840,5.114,7.218,108.00,20.750
10616,2024-08-09T03:30:00,1.299,2.170,5.036,7.015,116.00,20.750
10617,2024-08-09T04:00:00,1.230,2.439,5.010,6.799,118.00,20.800
10618,2024-08-09T04:30:00,1.236,2.410,4.874,7.126,125.00,20.800
10619,2024-08-09T05:00:00,1.220,2.000,4.771,6.976,115.00,20.800
10620,2024-08-09T05:30:00,1.244,2.030,4.740,7.527,111.00,20.850
10621,2024-08-09T06:00:00,1.244,2.060,4.932,6.863,108.00,20.850
10622,2024-08-09T06:30:00,1.261,2.200,5.270,7.028,123.00,20.900
10623,2024-08-09T07:00:00,1.296,2.260,5.020,7.093,122.00,20.900
10624,2024-08-09T07:30:00,1.278,2.042,5.008,6.771,125.00,20.900
10625,2024-08-09T08:00:00,1.385,2.030,5.106,6.747,109.00,20.900
10626,2024-08-09T08:30:00,1.347,2.160,5.167,7.284,111.00,20.900
10627,2024-08-09T09:00:00,1.319,2.030,5.092,7.042,120.00,20.900
10628,2024-08-09T09:30:00,1.383,2.470,5.427,7.522,105.00,20.900
10629,2024-08-09T10:00:00,1.405,2.560,5.408,7.028,118.00,20.900
10630,2024-08-09T10:30:00,1.341,2.270,5.055,7.171,116.00,20.950
10631,2024-08-09T11:00:00,1.489,2.520,5.567,7.323,119.00,20.950
10632,2024-08-09T11:30:00,1.380,2.280,5.357,7.282,113.00,21.000
10633,2024-08-09T12:00:00,1.417,2.330,5.169,7.480,112.00,21.000
10634,2024-08-09T12:30:00,1.542,2.710,5.127,7.750,115.00,21.000
10635,2024-08-09T13:00:00,1.539,2.610,5.219,8.171,109.00,21.000
10636,2024-08-09T13:30:00,1.463,2.370,5.222,7.740,122.00,21.050
10637,2024-08-09T14:00:00,1.571,2.710,5.454,7.768,101.00,21.050
10638,2024-08-09T14:30:00,1.559,2.530,5.347,7.767,108.00,21.050
10639,2024-08-09T15:00:00,1.518,2.480,5.544,7.548,102.00,21.050
10640,2024-08-09T15:30:00,1.502,2.720,5.375,7.502,108.00,21.050
10641,2024-08-09T16:00:00,1.583,2.590,5.502,7.834,108.00,21.050
10642,2024-08-09T16:30:00,1.567,2.370,5.553,7.604,119.00,21.050
10643,2024-08-09T17:00:00,1.663,2.670,5.320,7.561,112.00,21.050
10644,2024-08-09T17:30:00,1.578,2.720,5.271,7.270,116.00,21.100
10645,2024-08-09T18:00:00,1.575,3.060,5.266,7.959,111.00,21.100
10646,2024-08-09T18:30:00,1.585,2.760,5.477,7.563,104.00,21.100
10647,2024-08-09T19:00:00,1.594,2.710,5.435,7.314,113.00,21.100
10648,2024-08-09T19:30:00,1.539,2.560,5.242,7.194,111.00,21.100
10649,2024-08-09T20:00:00,1.658,2.740,5.430,7.334,101.00,21.100
10650,2024-08-09T20:30:00,1.576,2.550,5.365,7.789,102.00,21.100
10651,2024-08-09T21:00:00,1.430,2.060,5.263,7.324,112.00,21.100
10652,2024-08-09T21:30:00,1.470,2.460,5.411,7.944,109.00,21.100
10653,2024-08-09T22:00:00,1.466,2.710,4.962,6.112,101.00,21.100
10654,2024-08-09T22:30:00,1.427,2.580,5.309,7.832,106.00,21.100
10655,2024-08-09T23:00:00,1.491,2.520,5.474,7.290,106.00,21.100
10656,2024-08-09T23:30:00,1.407,1.970,5.310,7.524,109.00,21.100
10657,2024-08-10T00:00:00,1.494,3.350,5.331,7.539,99.00,21.100
10658,2024-08-10T00:30:00,1.608,2.710,5.460,7.279,99.00,21.150
10659,2024-08-10T01:00:00,1.497,2.470,5.194,8.442,98.00,21.100
10660,2024-08-10T01:30:00,1.605,2.700,5.320,7.872,98.00,21.100
10661,2024-08-10T02:00:00,1.525,2.580,5.227,7.770,106.00,21.100
10662,2024-08-10T02:30:00,1.563,2.470,5.639,7.258,102.00,21.100
10663,2024-08-10T03:00:00,1.655,2.510,5.616,8.018,91.00,21.100
10664,2024-08-10T03:30:00,1.533,2.680,5.278,7.802,101.00,21.100
10665,2024-08-10T04:00:00,1.406,2.370,5.033,6.185,105.00,21.100
10666,2024-08-10T04:30:00,1.584,3.800,5.127,6.781,99.00,21.100
10667,2024-08-10T05:00:00,1.641,3.060,5.403,6.817,95.00,21.100
10668,2024-08-10T05:30:00,1.410,2.380,5.027,7.661,101.00,21.100
10669,2024-08-10T06:00:00,1.443,2.190,5.250,7.499,101.00,21.100
10670,2024-08-10T06:30:00,1.413,2.450,5.084,6.346,95.00,21.100
10671,2024-08-10T07:00:00,1.475,2.580,5.160,5.964,104.00,21.100
10672,2024-08-10T07:30:00,1.428,2.240,5.273,7.290,99.00,21.100
10673,2024-08-10T08:00:00,1.400,2.380,5.183,6.770,92.00,21.100
10674,2024-08-10T08:30:00,1.398,2.370,5.418,7.052,104.00,21.150
10675,2024-08-10T09:00:00,1.421,2.340,5.182,6.713,95.00,21.150
10676,2024-08-10T09:30:00,1.439,2.640,5.130,6.885,95.00,21.150
10677,2024-08-10T10:00:00,1.424,2.330,5.141,7.337,92.00,21.150
10678,2024-08-10T10:30:00,1.412,2.110,5.071,7.041,97.00,21.200
10679,2024-08-10T11:00:00,1.408,2.370,5.197,6.570,91.00,21.200
10680,2024-08-10T11:30:00,1.408,2.450,5.133,7.044,97.00,21.200
10681,2024-08-10T12:00:00,1.362,2.170,5.020,7.278,87.00,21.250
10682,2024-08-10T12:30:00,1.312,2.210,5.210,7.526,80.00,21.300
10683,2024-08-10T13:00:00,1.360,2.340,5.074,7.518,90.00,21.300
10684,2024-08-10T13:30:00,1.324,2.060,5.166,6.766,98.00,21.300
10685,2024-08-10T14:00:00,1.303,2.320,5.107,6.786,94.00,21.300
10686,2024-08-10T14:30:00,1.248,2.110,5.029,6.659,85.00,21.350
10687,2024-08-10T15:00:00,1.280,2.160,5.195,7.449,91.00,21.300
10688,2024-08-10T15:30:00,1.212,2.450,4.906,6.530,94.00,21.300
10689,2024-08-10T16:00:00,1.255,2.310,4.780,6.750,87.00,21.300
10690,2024-08-10T16:30:00,1.319,2.220,4.823,6.240,95.00,21.300
10691,2024-08-10T17:00:00,1.240,2.090,4.929,7.531,102.00,21.300
10692,2024-08-10T17:30:00,1.282,2.060,4.691,7.060,94.00,21.300
10693,2024-08-10T18:00:00,1.257,2.580,4.778,6.746,102.00,21.300
10694,2024-08-10T18:30:00,1.316,2.797,4.694,7.269,88.00,21.300
10695,2024-08-10T19:00:00,1.323,2.290,4.756,6.379,97.00,21.250
10696,2024-08-10T19:30:00,1.385,2.350,4.692,6.615,91.00,21.250
10697,2024-08-10T20:00:00,1.444,2.370,4.938,6.864,98.00,21.250
10698,2024-08-10T20:30:00,1.418,2.900,4.874,6.550,95.00,21.250
10699,2024-08-10T21:00:00,1.409,2.660,4.933,5.975,104.00,21.250
10700,2024-08-10T21:30:00,1.404,2.400,4.942,6.841,105.00,21.250
10701,2024-08-10T22:00:00,1.360,2.240,4.915,5.932,98.00,21.250
10702,2024-08-10T22:30:00,1.501,2.830,4.916,6.580,105.00,21.300
10703,2024-08-10T23:00:00,1.558,2.470,5.297,6.345,104.00,21.300
10704,2024-08-10T23:30:00,1.546,2.410,5.076,6.351,97.00,21.300
10705,2024-08-11T00:00:00,1.516,2.400,5.227,7.006,111.00,21.300
10706,2024-08-11T00:30:00,1.507,2.290,5.103,6.061,109.00,21.300
10707,2024-08-11T01:00:00,1.599,2.353,5.241,6.578,102.00,21.300
10708,2024-08-11T01:30:00,1.614,3.150,5.242,7.235,111.00,21.300
10709,2024-08-11T02:00:00,1.680,3.150,5.514,6.587,113.00,21.300
10710,2024-08-11T02:30:00,1.623,2.660,5.241,6.758,108.00,21.300
10711,2024-08-11T03:00:00,1.517,2.550,5.110,6.599,109.00,21.300
10712,2024-08-11T03:30:00,1.531,2.416,5.079,6.475,105.00,21.300
10713,2024-08-11T04:00:00,1.560,2.610,5.236,6.398,105.00,21.300
10714,2024-08-11T04:30:00,1.596,2.780,5.389,7.528,106.00,21.300
10715,2024-08-11T05:00:00,1.572,2.380,5.145,7.017,108.00,21.300
10716,2024-08-11T05:30:00,1.647,2.570,5.573,7.595,108.00,21.300
10717,2024-08-11T06:00:00,1.491,2.380,5.057,7.013,106.00,21.300
10718,2024-08-11T06:30:00,1.531,2.480,4.942,6.797,113.00,21.300
10719,2024-08-11T07:00:00,1.519,2.570,5.063,7.170,115.00,21.250
10720,2024-08-11T07:30:00,1.456,2.680,4.909,6.370,111.00,21.250
10721,2024-08-11T08:00:00,1.512,2.596,4.982,6.791,111.00,21.250
10722,2024-08-11T08:30:00,1.525,2.490,4.980,6.788,113.00,21.300
10723,2024-08-11T09:00:00,1.533,2.657,5.029,7.380,106.00,21.300
10724,2024-08-11T09:30:00,1.463,2.640,4.898,7.057,116.00,21.300
10725,2024-08-11T10:00:00,1.446,2.269,4.836,7.119,111.00,21.300
10726,2024-08-11T10:30:00,1.567,2.470,5.074,7.327,116.00,21.300
10727,2024-08-11T11:00:00,1.590,2.880,4.982,6.863,112.00,21.300
10728,2024-08-11T11:30:00,1.536,2.370,4.940,7.252,112.00,21.300
10729,2024-08-11T12:00:00,1.491,2.160,5.018,6.935,105.00,21.300
10730,2024-08-11T12:30:00,1.565,2.717,5.145,6.315,119.00,21.300
10731,2024-08-11T13:00:00,1.521,2.520,4.920,6.589,113.00,21.250
10732,2024-08-11T13:30:00,1.626,2.420,5.257,7.020,119.00,21.250
10733,2024-08-11T14:00:00,1.632,2.520,5.066,7.257,128.00,21.250
10734,2024-08-11T14:30:00,1.495,2.450,4.953,6.797,118.00,21.250
10735,2024-08-11T15:00:00,1.472,2.430,4.926,6.184,120.00,21.200
10736,2024-08-11T15:30:00,1.392,2.160,4.708,7.840,111.00,21.200
10737,2024-08-11T16:00:00,1.396,2.500,4.976,6.820,122.00,21.250
10738,2024-08-11T16:30:00,1.376,2.298,4.772,7.039,101.00,21.200
10739,2024-08-11T17:00:00,1.400,2.380,4.739,6.776,99.00,21.200
10740,2024-08-11T17:30:00,1.387,2.410,4.784,7.210,109.00,21.200
10741,2024-08-11T18:00:00,1.404,2.170,4.632,4.500,115.00,21.200
10742,2024-08-11T18:30:00,1.365,2.280,4.681,6.890,105.00,21.150
10743,2024-08-11T19:00:00,1.385,2.064,4.568,4.518,98.00,21.150
10744,2024-08-11T19:30:00,1.365,2.040,4.594,4.434,157.00,21.150
10745,2024-08-11T20:00:00,1.329,2.190,4.587,7.027,161.00,21.150
10746,2024-08-11T20:30:00,1.312,2.160,4.611,4.391,158.00,21.150
10747,2024-08-11T21:00:00,1.290,2.206,4.802,4.704,160.00,21.100
10748,2024-08-11T21:30:00,1.279,2.100,4.970,7.337,153.00,21.100
10749,2024-08-11T22:00:00,1.179,2.270,4.671,7.258,111.00,21.100
10750,2024-08-11T22:30:00,1.194,2.040,4.743,7.533,157.00,21.100
10751,2024-08-11T23:00:00,1.191,2.000,4.641,6.827,104.00,21.050
10752,2024-08-11T23:30:00,1.117,1.781,4.668,6.829,108.00,21.100
10753,2024-08-12T00:00:00,1.119,1.770,4.763,7.049,113.00,21.100
10754,2024-08-12T00:30:00,1.130,1.830,4.824,7.092,105.00,21.100
10755,2024-08-12T01:00:00,1.053,1.710,4.799,7.224,95.00,21.050
10756,2024-08-12T01:30:00,1.092,1.850,5.002,7.251,99.00,21.100
10757,2024-08-12T02:00:00,1.140,1.970,5.101,7.497,104.00,21.150
10758,2024-08-12T02:30:00,1.096,1.810,4.903,6.854,92.00,21.100
10759,2024-08-12T03:00:00,1.099,1.690,4.895,7.108,98.00,21.050
10760,2024-08-12T03:30:00,1.078,2.060,4.864,6.802,109.00,21.100
10761,2024-08-12T04:00:00,1.103,1.830,4.777,7.212,99.00,21.050
10762,2024-08-12T04:30:00,1.111,1.840,4.947,7.586,104.00,21.100
